Date,AAPL,ABB,ADBE,AEP,AMGN,AMZN,BA,BBD,BP,BTI,C,CAT,CB,CELG,CODI,COST,CRH,CVS,D,E,EIX,EOG,ETN,FDX,GOOGL,GSK,HMC,HON,HRG,IEP,INTC,JNJ,JPM,MDLZ,MS,MSFT,NEE,NFLX,NVDA,NVS,OKE,OXY,PICO,REX,RIO,SAP,SCHW,SU,TM,TSM,UN,WBA,WEC,WMT
2010-02-23,0.5388472,0.35361984,0.05830802,0.9416353,0.4007932,0.13000786,0.9971414,0.32250038,0.7750846,0.9756564,0.4896912,0.7730993,0.98047733,0.6629182,0.552385,0.990457,0.7880714,0.923743,0.70194274,0.3410411,0.34023285,0.3881776,0.99860615,0.526779,0.48677,0.85180783,0.99078065,0.8782286,0.9892625,0.9889233,0.94166034,0.91365427,0.040426936,0.65976727,0.22107622,0.8295703,0.034834504,0.3285478,0.57358146,0.64502466,0.97731733,0.042762466,0.73344177,0.7021298,0.07392687,0.48561546,0.3977166,0.023547703,0.016172823,0.42672962,0.24132568,0.015380218,0.73955375,0.9964491
2010-03-23,0.4278721,0.99630296,0.7574632,0.71729565,0.3146147,0.9886135,0.9814974,0.33173573,0.056341644,0.86998785,0.15751873,0.9627923,0.31973842,0.98925275,0.84162843,0.9701025,0.42114627,0.9618341,0.6635672,0.046548527,0.27228418,0.32339773,0.84415424,0.99835616,0.5677243,0.34720805,0.0033339458,0.8213977,0.2661179,0.34754014,0.989419,0.0061765215,0.8511769,0.11642214,0.97246325,0.2266979,0.008836878,0.6812376,0.86182004,0.6372022,0.33949485,0.4033397,0.98608935,0.21001233,0.997664,0.119189,0.14745976,0.033070218,0.83351696,0.011412936,0.08085237,0.0017843863,0.38513222,0.4537755
2010-04-21,0.8211589,0.1383135,0.086945936,0.034131672,0.69582045,0.49617884,0.035442814,0.92926705,0.36206973,0.10041368,0.035600454,0.998353,0.76146656,0.56982905,0.5724688,0.026931103,0.2029782,0.86484843,0.6726556,0.02310942,0.13377722,0.021346642,0.99450076,0.60880053,0.2614544,0.23903102,0.0021879007,0.00576818,0.5064173,0.99229383,0.5705275,0.43988818,0.32585278,0.24777,0.06936584,0.85501957,0.10989174,0.9025201,0.030589536,0.8683901,0.9224422,0.9442173,0.5963618,0.532944,0.6202839,0.91337353,0.28240457,0.98584366,0.008235806,0.24298573,0.005149725,0.4034808,0.053679653,0.045293983
2010-05-19,0.7811841,0.029717937,0.83321935,0.9428793,0.033494525,0.0121117635,0.7180031,0.87011266,0.59261924,0.96016115,0.0073038084,0.99213046,0.8002507,0.9598082,0.9832077,0.5369757,0.10154272,0.7567348,0.9756133,0.19495878,0.7119442,0.32008556,0.9469926,0.98692316,0.06532901,0.0026408338,0.42626557,0.99799746,0.45442623,0.95896703,0.5315688,0.07198596,0.6276905,0.6317064,0.86410654,0.021494884,0.9750353,0.09250328,0.037227906,0.091462485,0.99954885,0.2002978,0.18202619,0.9260845,0.995544,0.45633176,0.25722542,0.19841778,0.7277792,0.76184577,0.09445413,0.014020195,0.9858068,0.4454516
2010-06-17,0.99816763,0.9859067,0.33287802,0.01285413,0.09262883,0.88615406,0.4822543,0.84106946,0.86841017,0.9953786,0.16747157,0.7898985,0.0026378764,0.6653358,0.93956643,0.097676896,0.99382716,0.7375771,0.9988919,0.05291519,0.15390505,0.82811797,0.9970114,0.03758336,0.2950819,0.8692774,0.7737078,0.94961077,0.23788518,0.9431607,0.9874351,0.5025819,0.9969633,0.64512414,0.093338504,0.0035830697,0.27536592,0.92204744,0.9777344,0.6181431,0.7170653,0.011459076,0.006503755,0.6053317,0.9785678,0.7687116,0.30111456,0.3646357,0.93376714,0.5359082,0.6232158,0.8732779,0.80328745,0.38209763
2010-07-16,0.8786922,0.9043247,0.11353336,0.992002,0.7876662,0.184785,0.99024993,0.9881444,0.86055106,0.0055211554,0.8886178,0.9898268,0.5616267,0.6574688,0.2515743,0.0135059105,0.550614,0.00441828,0.64552927,0.91133946,0.80846035,0.029747944,0.0726936,0.1414289,0.063293226,0.9858897,0.36990362,0.9145072,0.51953197,0.048588555,0.95737296,0.70040476,0.40434483,0.5848254,0.6521028,0.005721882,0.9901362,0.60150886,0.0017183946,0.768509,0.9186639,0.5258478,0.23555438,0.96908915,0.96493375,0.6922638,0.090109706,0.6584848,0.1170924,0.7792548,0.7879505,0.53141266,0.87808037,0.061315287
2010-08-13,0.07399895,0.9885816,0.64827156,0.98024106,0.026784752,0.9057779,0.9972799,0.8515125,0.024348762,0.6198399,0.5153349,0.9641427,0.0103390515,0.9951251,0.9642593,0.0067606606,0.020113258,0.030396687,0.9978695,0.94001836,0.06342942,0.0065418305,0.9092096,0.25360903,0.55848324,0.60167605,0.3024246,0.54527485,0.0030304831,0.7317465,0.7881945,0.006591907,0.47382382,0.27076748,0.6737851,0.7042106,0.5795376,0.75850075,0.00094744883,0.9924022,0.94926786,0.0012099924,0.022266608,0.93094444,0.99921167,0.33228546,0.43050492,0.42960063,0.05358704,0.26783338,0.089582756,0.012149161,0.959338,0.78523034
2010-09-13,0.97198844,0.14505927,0.3127425,0.21066602,0.38878152,0.96040404,0.15888989,0.9072399,0.12022563,0.9997795,0.042506628,0.99368274,0.9974356,0.96282977,0.94192964,0.99187815,0.007940736,0.00320843,0.99971503,0.59368426,0.97273785,0.0012074123,0.38510945,0.7778008,0.4480529,0.90707177,0.43805063,0.2758592,0.80121094,0.0015224527,0.004403074,0.99644643,0.07312991,0.9874348,0.001716577,0.001741534,0.987672,0.9923701,0.58336174,0.9980932,0.09435692,0.25328755,0.004772182,0.03821126,0.92529565,0.66470873,0.0034217557,0.8062542,0.34122208,0.5270207,0.7596906,0.0028280066,0.9449733,0.44490683
2010-10-11,0.9047833,0.7000417,0.7789277,0.003455467,0.78416055,0.992923,0.14011498,0.6460046,0.023150532,0.962785,0.16916464,0.999318,0.97178316,0.11650283,0.6771458,0.044686995,0.0253495,0.9108429,0.08453832,0.69480526,0.150567,0.52056545,0.9956345,0.20593809,0.46818152,0.36242384,0.30846223,0.9924696,0.36825207,0.08067803,0.56746536,0.5050016,0.7837053,0.5427071,0.0058806646,0.0003115174,0.015757663,0.05049269,0.6153112,0.96909493,0.057627372,0.12500073,0.006536988,0.09217609,0.5208437,0.30687362,0.13349475,0.00536263,0.18544325,0.8047435,0.40957737,0.97862524,0.0027790174,0.20675248
2010-11-08,0.99912804,0.03612737,0.016542057,0.0140274875,0.97844124,0.6851685,0.804136,0.9644059,0.9716608,0.01712297,0.10311654,0.98622584,0.868775,0.77107996,0.9970618,0.0027187774,0.53687805,0.51174015,0.009728572,0.78909475,0.65970767,0.3214818,0.41582158,0.072444476,0.98328584,0.5773586,0.6158983,0.05861533,0.0074929046,0.00028235826,0.5818399,0.94108915,0.021579951,0.19226949,0.008032231,0.9832492,0.013736047,0.42368543,0.8669031,0.92949134,0.9677769,0.2124367,0.0430936,0.1361361,0.9755651,0.13662848,0.46607527,0.62534356,0.0016065111,0.1584444,0.054781348,0.5886561,0.8285302,0.0206133
